ChemicalName,PathwayID,label
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04932,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04913,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04115,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05212,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05200,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04146,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05133,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04151,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa01524,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05020,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04917,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05215,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05205,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa00830,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05323,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04622,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05132,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05222,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04071,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa00140,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04919,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04918,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04668,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04620,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05145,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05202,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05152,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa04940,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05203,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG:hsa05416,1
12-HPETE,KEGG:hsa00590,1
12-HPETE,KEGG:hsa00480,1
12-HPETE,KEGG:hsa04923,1
12-HPETE,KEGG:hsa04726,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05221,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04920,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04933,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04960,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa01523,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04210,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa00590,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04662,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05219,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04024,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05142,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04062,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05220,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa01521,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05161,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05160,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04066,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04657,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05164,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04931,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05140,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04211,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04010,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04722,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04621,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04380,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05212,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05200,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05133,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04151,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04611,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa03320,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04917,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05215,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04014,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05211,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05132,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04726,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05131,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04071,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04660,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04659,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04658,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05216,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04668,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04620,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05145,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05152,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04270,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa04370,1
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",KEGG:hsa05203,1
"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone",KEGG:hsa04080,1
"13-oxo-9,11-octadecadienoic acid",KEGG:hsa05204,1
"13-oxo-9,11-octadecadienoic acid",KEGG:hsa00982,1
"13-oxo-9,11-octadecadienoic acid",KEGG:hsa05418,1
"13-oxo-9,11-octadecadienoic acid",KEGG:hsa00480,1
"13-oxo-9,11-octadecadienoic acid",KEGG:hsa00980,1
"13-oxo-9,11-octadecadienoic acid",KEGG:hsa01524,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa04727,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa05032,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa04080,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa05033,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa04723,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa04726,1
"1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane",KEGG:hsa04742,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05221,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04933,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04960,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04371,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05219,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04020,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04024,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04022,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04320,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05213,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04915,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04510,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04066,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04916,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05223,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04921,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05200,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04151,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04611,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05020,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05205,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04810,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04071,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa05216,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04668,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04930,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04270,1
19-oxo-11-deoxycorticosterone acetate,KEGG:hsa04370,1
"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",KEGG:hsa04925,1
"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",KEGG:hsa01100,1
"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",KEGG:hsa04913,1
"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",KEGG:hsa00120,1
"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",KEGG:hsa00140,1
"1H,1H,2H,2H-perfluorooctan-1-ol",KEGG:hsa05224,1
"1H,1H,2H,2H-perfluorooctan-1-ol",KEGG:hsa01522,1
"1H,1H,2H,2H-perfluorooctan-1-ol",KEGG:hsa04917,1
20-alpha-Dihydroprogesterone,KEGG:hsa05014,1
20-alpha-Dihydroprogesterone,KEGG:hsa04215,1
20-alpha-Dihydroprogesterone,KEGG:hsa01522,1
20-alpha-Dihydroprogesterone,KEGG:hsa05161,1
20-alpha-Dihydroprogesterone,KEGG:hsa05200,1
20-alpha-Dihydroprogesterone,KEGG:hsa01524,1
20-alpha-Dihydroprogesterone,KEGG:hsa00140,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa04976,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa05204,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa00982,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa00983,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa00591,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa00980,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa00830,1
"2,2-(2-chlorophenyl-4'-chlorophenyl)acetic acid",KEGG:hsa00140,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa02010,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05221,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04520,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04920,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04261,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05143,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04933,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05034,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04960,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04925,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05010,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00520,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05146,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05031,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04152,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05014,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01523,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04612,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04371,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04210,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04215,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00590,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04140,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04360,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05100,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03022,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03410,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00410,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04976,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01230,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01040,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05219,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05224,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04020,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04024,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04973,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01200,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04514,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04110,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05230,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04022,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05142,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05204,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04062,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05231,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04725,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05220,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04713,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04710,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05030,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05210,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04610,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00270,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04060,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04623,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05414,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03030,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04728,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00982,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00983,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04512,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01521,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04961,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01522,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04144,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05213,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05120,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05169,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04012,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04915,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04975,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00061,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01212,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04666,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04216,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05418,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04510,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04068,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00051,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00052,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04540,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04971,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05214,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04922,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04724,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00480,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00561,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00564,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00260,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00010,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04912,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05161,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05160,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05168,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04066,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04390,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03440,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05166,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05016,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05410,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04657,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05321,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04750,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05164,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04931,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04911,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04910,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04630,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05134,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05140,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04670,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04211,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04213,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04730,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04720,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04142,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05144,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04010,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05162,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04916,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05218,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa01100,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00980,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05206,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03430,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04137,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03015,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04150,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04650,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04080,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04722,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04064,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa00510,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05033,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04621,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04932,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05223,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa03420,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04114,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04380,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04913,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04921,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa04115,1
"2,2',4,4'-tetrabromodiphenyl ether",KEGG:hsa05212,1
